16.18	1
13.13	2
8.93	7
14.30	10
16.75	12
10.32	15
17.07	16
11.16	17
14.58	19
15.39	22
9.47	24
17.51	25
13.12	26
14.74	27
14.15	28
16.20	29
14.23	37
14.97	39
18.03	42
18.33	43
19.71	48
19.32	52
11.22	53
10.40	55
8.62	57
12.11	58
10.71	65
17.04	67
9.89	70
18.54	72
14.84	74
15.40	79
19.49	82
13.82	86
9.54	87
16.68	90
9.86	92
19.74	93
18.27	94
12.26	95
8.97	99
13.15	100
13.23	101
7.97	109
14.74	111
17.42	116
16.14	119
19.88	120
13.66	124
17.76	127
13.88	134
9.28	137
19.53	139
17.06	141
11.40	143
20.80	144
7.85	145
16.48	147
17.03	148
10.85	150
15.90	151
19.47	152
15.41	153
18.61	156
10.69	161
12.99	162
17.54	168
9.41	171
7.87	172
10.54	175
18.94	176
12.40	184
16.69	186
20.59	188
11.28	192
18.19	193
8.24	196
20.20	201
8.28	202
9.81	203
18.36	204
15.58	209
8.77	210
13.02	212
11.67	213
13.64	214
20.09	215
16.65	216
19.94	218
7.13	222
11.46	224
10.00	226
13.57	227
16.96	228
20.22	230
8.88	236
19.02	237
12.92	239
14.26	241
12.15	245
19.89	248
10.02	250
17.94	255
18.57	256
14.60	258
8.72	260
20.45	261
18.54	263
8.86	264
8.60	265
7.41	266
14.90	267
13.54	268
17.20	274
14.34	280
13.53	281
11.49	285
7.80	290
12.29	292
10.69	293
11.97	294
10.50	297
14.13	301
10.54	305
13.28	307
12.80	308
8.13	310
18.49	315
13.22	321
15.36	324
8.68	325
14.62	332
10.82	333
19.40	335
14.64	338
18.64	341
13.60	343
15.33	344
11.04	347
18.82	348
7.68	349
9.79	350
10.60	353
10.46	355
10.63	358
10.58	363
16.88	365
12.60	367
13.79	373
10.24	376
14.03	382
11.85	383
7.31	387
9.09	389
10.04	391
15.60	396
12.25	398
17.93	399
9.60	400
13.89	402
10.12	403
17.00	404
9.65	408
10.56	414
9.49	417
13.33	418
15.30	421
13.10	424
13.03	428
10.89	429
9.10	434
11.93	435
20.32	436
7.64	439
14.25	445
8.57	447
10.73	453
12.11	454
12.19	457
18.21	461
19.30	462
13.39	463
12.68	465
15.44	468
7.88	470
14.85	471
9.35	472
18.53	474
16.65	477
11.78	478
9.57	480
16.65	481
13.95	482
13.02	487
19.49	489
20.34	492
13.61	493
16.99	496
11.32	500
11.68	501
14.39	503
15.58	505
13.92	507
10.69	511
13.87	513
10.26	515
16.43	518
20.45	520
10.83	522
9.46	524
11.64	526
8.74	528
8.09	531
16.52	532
10.77	536
17.88	538
9.10	540
8.80	544
14.06	547
17.14	548
11.07	550
10.65	554
20.62	557
12.56	561
17.58	563
11.87	564
16.23	566
13.84	567
17.59	573
14.19	574
8.54	575
7.73	577
11.22	579
14.92	580
7.18	584
17.89	585
14.18	588
8.09	593
20.45	595
17.01	597
16.60	599
18.49	600
14.01	603
12.31	604
11.36	607
10.70	609
14.70	610
17.02	613
17.68	615
15.95	620
14.38	621
13.00	623
16.38	628
13.93	632
9.55	634
9.16	640
13.01	641
14.68	642
20.59	646
17.14	647
12.37	650
7.66	652
15.08	658
11.14	659
17.21	660
15.45	663
13.45	665
15.25	669
14.06	672
15.34	673
15.29	678
10.45	680
14.74	687
17.51	688
19.40	689
19.77	691
14.64	692
19.27	695
12.01	696
13.46	697
12.13	698
18.21	699
14.66	701
11.70	702
18.88	708
8.55	709
15.93	710
15.52	712
10.11	715
16.61	716
11.35	719
12.89	721
16.10	724
17.60	725
20.03	727
12.50	728
17.75	729
17.50	730
20.22	731
17.29	733
8.69	736
13.55	737
7.19	739
8.33	745
14.52	746
16.59	747
14.13	749
19.46	750
14.01	752
8.66	755
9.20	760
10.34	761
11.24	763
19.35	765
12.75	766
9.09	768
16.44	771
14.32	774
11.85	781
17.98	783
17.77	786
15.60	788
14.22	790
12.82	792
9.93	793
20.01	795
11.21	805
20.14	807
17.00	811
13.90	812
9.48	817
10.42	818
9.98	822
13.50	823
12.40	824
17.35	826
19.92	827
17.51	828
19.09	831
10.38	834
10.42	841
9.17	843
14.42	844
16.18	845
9.04	849
20.34	855
8.84	859
16.11	861
16.32	862
18.44	863
15.91	865
12.58	868
17.77	870
18.24	872
19.05	876
7.88	877
13.25	878
12.76	880
14.99	882
18.33	883
11.33	885
17.89	889
9.48	890
17.67	892
16.94	896
13.50	898
10.63	899
10.06	903
12.69	908
16.03	911
18.29	912
14.09	920
15.60	922
17.81	923
15.58	924
15.24	925
11.68	927
15.44	928
11.25	929
11.84	933
8.06	935
14.88	939
8.64	942
8.98	944
9.51	945
12.66	948
15.08	949
16.99	950
18.72	951
15.84	953
12.26	955
16.95	958
14.74	960
12.97	961
18.12	962
20.87	967
17.65	968
14.63	969
13.68	970
13.31	975
17.16	979
12.82	981
20.50	982
9.28	986
16.37	987
12.37	989
9.95	990
16.30	996
7.92	998
20.71	999
18.40	1001
14.18	1002
12.23	1004
19.24	1005
16.67	1006
10.05	1008
7.58	1011
15.39	1012
20.22	1015
7.63	1017
14.43	1018
15.55	1022
12.19	1023
13.52	1025
12.18	1027
12.00	1030
14.90	1032
15.32	1033
16.83	1034
9.79	1036
11.21	1038
18.05	1041
20.48	1043
14.14	1048
14.78	1049
10.77	1050
20.09	1051
15.26	1055
14.01	1056
17.13	1057
8.97	1061
15.75	1063
17.25	1064
9.98	1070
12.93	1072
19.37	1073
10.49	1075
10.12	1078
15.50	1080
17.15	1081
15.80	1082
10.42	1087
8.00	1089
8.09	1090
19.99	1091
14.04	1094
18.78	1095
13.35	1099
19.54	1102
7.70	1103
13.05	1107
10.16	1108
19.46	1110
16.91	1111
11.35	1114
17.84	1115
11.69	1118
17.27	1125
15.15	1127
14.04	1129
9.35	1131
7.50	1133
11.69	1134
13.78	1135
7.94	1139
13.09	1140
12.61	1141
13.05	1143
10.30	1144
11.99	1145
9.29	1148
19.03	1153
16.31	1158
14.10	1159
16.80	1160
20.50	1162
8.54	1163
11.89	1168
11.98	1169
10.35	1170
11.47	1175
17.46	1179
11.13	1185
12.84	1187
16.19	1194
10.04	1195
12.86	1201
15.99	1202
20.40	1204
14.95	1207
12.99	1208
8.25	1211
16.90	1212
15.59	1216
12.71	1219
8.58	1220
14.85	1221
17.44	1224
14.02	1232
7.30	1233
16.12	1236
18.80	1238
7.24	1239
12.43	1240
10.70	1241
14.43	1242
11.98	1245
15.99	1247
8.14	1248
12.60	1250
15.50	1251
10.65	1252
16.74	1253
8.30	1256
17.93	1257
8.55	1260
15.72	1262
12.37	1274
14.85	1279
9.88	1281
17.46	1283
15.85	1284
14.46	1285
16.51	1286
15.53	1288
8.02	1289
8.51	1292
20.47	1293
9.14	1294
19.96	1301
19.77	1302
15.95	1305
8.16	1310
13.71	1311
7.21	1313
19.48	1316
7.43	1318
13.15	1319
8.35	1320
17.26	1323
17.18	1325
17.42	1326
9.51	1327
15.44	1331
18.42	1337
12.71	1339
10.92	1345
20.26	1348
15.06	1349
17.61	1351
15.28	1354
20.31	1355
9.65	1356
13.50	1358
13.99	1359
11.47	1360
11.85	1361
19.85	1363
20.28	1366
18.89	1367
7.57	1370
12.40	1374
12.99	1375
11.25	1377
16.23	1379
11.22	1380
15.63	1382
8.72	1383
11.81	1389
17.90	1391
15.70	1392
15.71	1393
9.12	1394
11.81	1395
14.41	1398
20.58	1400
16.91	1402
13.86	1404
7.27	1406
13.39	1408
17.46	1409
14.35	1410
14.55	1411
13.19	1421
18.45	1422
9.31	1423
12.10	1424
11.39	1425
17.42	1426
7.04	1429
8.84	1431
14.79	1435
19.92	1438
11.98	1440
12.59	1443
18.57	1444
15.87	1448
15.89	1449
8.27	1460
19.42	1462
11.39	1463
7.55	1472
19.40	1473
12.28	1477
18.28	1481
12.54	1482
11.69	1485
14.08	1486
7.76	1487
8.69	1489
16.46	1494
15.31	1498
8.48	1502
14.41	1504
10.40	1511
13.98	1514
14.52	1515
8.99	1518
17.00	1521
18.70	1522
9.64	1523
16.29	1525
10.98	1527
16.07	1531
15.06	1532
19.70	1534
20.14	1535
12.89	1536
